County	Public School District	School Name	School Bldg Number	Administrator	Address	City	State	Zip	Phone Number	Email Address	Web Site Address	Grade	Profit/Non-Profit	Accredited
Spokane	Central Valley	Spokane Valley Adventist School	8202	Terry Lee	1603 S Sullivan Rd	Spokane Valley	WA	99037-9012	509.926.0955	mrleesvas@comcast.net	www.svas4him.com	K-9	NP	
Spokane	Spokane	Spokane Windsong School	802J	Melissa Wright	4225 W Fremont Rd	Spokane	WA	99224	509.385.8458	melissaw@spokanewindsongschool.org	www.spokanewindsongschool.org	P-1	NP	
King	Lake Washington	Spring Academy	802N	Thomas O'Keeffe	"17530 NE Union Hill Rd
(Mail: PO Box 615
Bellevue WA 98009)"	Redmond	WA	98052	206.890.4227	tokeeffesr@gmail.com		6-12	P	
San Juan	San Juan	Spring Street International School	8116	Louis O'Prussack	505 Spring St	Friday Harbor	WA	98250-8057	360.378.6393	loprussack@springstreet.org	www.springstreet.org	5-12	NP	NWAC
King	Federal Way	Spring Valley Montessori	8078	Gulsevin Kayihan	36605 Pacific Hwy S	Federal Way	WA	98003-7499	253.927.2557	kayihang@springvalley.org	www.springvalley.org	P-8	NP	
King	Seattle	Spruce Street School	8704	Briel M Schmitz	914 Virginia St	Seattle	WA	98101-1426	206.621.9211	briels@sprucestreetschool.org	www.sprucestreetschool.org	K-5	NP	PNAIS
Spokane	Spokane	St. Aloysius Catholic School	8188	Kerrie Rowland	611 E Mission Ave	Spokane	WA	99202-1917	509.489.7825	krowland@dioceseofspokane.org	www.saintals.spokane.wa.us	P-8	NP	WCEA
King	Seattle	St. Alphonsus School	8061	Selina Innes	5816 15th Ave NW	Seattle	WA	98107-3096	206.782.4363	principal@stalseattle.org	http://www.stalseattle.org/	P-8	NP	WCEA
King	Seattle	St. Anne School	8062	Mary Sherman	101 W Lee St	Seattle	WA	98119-3321	206.282.3538	msherman@stannesea.org	www.stannesea.org	P-8	NP	NWAC
King	Renton	St. Anthony School	8089	Robert Gallagher	336 Shattuck Ave S	Renton	WA	98057-2499	425.255.0059	gallagher@sasr.org	www.sasr.org	K-8	NP	WCEA
Walla Walla	Walla Walla	St. Basil Academy of Classical Studies  	1452	Matthew Barnett	2346 S Wilbur	Walla Walla	WA	99362-9746	509.525.9380	m.barn3tt@gmail.com	www.saintbasilacademy.net	K-8	NP	
King	Seattle	St. Benedict School	8063	Brian Anderson	4811 Wallingford Ave N	Seattle	WA	98103-6899	206.633.3375	"b.anderson@stbens.net
m.blum@stbens.net"	www.stbens.net	P-8	NP	WCEA
King	Highline	St. Bernadette School	8086	Carol Mendoza	1028 SW 128th St	Seattle	WA	98146-3198	206.244.4934	admin@stbernadettesea.org	www.stbernadettesea.org	P-8	NP	WCEA
King	Northshore	St. Brendan School	8113	(Ms) Chris Lunn	10049 NE 195th St	Bothell	WA	98011-2931	425.483.8300	chrisl@saintbrendan.org	www.saintbrendan.org	P-8	NP	WCEA
King	Seattle	St. Catherine School	8064	Mary Helen Bever	8524 8th Ave NE	Seattle	WA	98115-3099	206.525.0582	mhbever@stcatherineschool.net	www.stcatherineschool.net	P-8	NP	NWAC
Kitsap	Bainbridge Island	St. Cecilia Catholic School (formerly St. Cecilia Elementary School  2012)	8624	Elizabeth Chamberlin	1310 Madison Ave	Bainbridge Island	WA	98110-1898	206.842.2017	lchamberlin@saintceciliaschool.org	www.saintceciliaschool.org	P-8	NP	
Pierce	Tacoma	St. Charles Borromeo School	8141	Dan Hill	7112 S 12th St	Tacoma	WA	98465-1797	253.564.5185	dhill@stcharlesb.org	www.stcharlesb.org	P-8	NP	WCEA
Spokane	Spokane	St. Charles School	8192	Skip Bonuccelli	4515 N Alberta St	Spokane	WA	99205-1598	509.327.9575	sbonuccelli@dioceseofspokane.org	www.stcharlesspokane.com	P-8	NP	NWAC
King	Seattle	St. Christopher Academy	8715	Darlene Jevne	4100 SW Genesee St	Seattle	WA	98116-4282	206.246.9751	djevne@seattlelutheran.org	www.stchristopheracademy.com	9-12	P	NWAC
King	Seattle	St. Edwards School	8065	Mary B. Lundeen	4200 S Mead St	Seattle	WA	98118-2795	206.725.1774	mlundeen@saintedwardseattle.org	www.saintedwardseattle.org	P-8	NP	WCEA
Pierce	Clover Park	St. Frances Cabrini School	8148	Ian Home	5621 108th St SW	Lakewood	WA	98499-2205	253.584.3850	ihome@cabrinischool.org	www.cabrinischool.org	P-8	NP	NWAC
King	Highline	St. Francis of Assisi School	8087	Rosemary Leifer	15216 21st Ave SW                  (Mail: PO Box 870                 Seahurst 98062-0870)	Burien	WA	98166-2008	206.243.5690	rleifer@stfoa.org	www.stfoa.org	K-8	NP	WCEA
King	Seattle	St. George School	8067	Monica Wingard	5117 13th Ave S	Seattle	WA	98108-2309	206.762.0656	mwingard@saintgeorgeseattle.org	www.saintgeorgeseattle.org	P-8	NP	NWAC/WCEA
Yakima	Yakima	St. John of Kronstadt Orthodox Christian School  (formerly St. John of Kronstadt Orthodox Christian Church School) (2009)	8643	"Matt Leslie (Board Chair)/Rachel Hagler, Business Admin."	706 Stewart St	Yakima	WA	98902-4473	509.452.0177	rachelh@stjohnkronstadt.org	www.stjohnkronstadt.org	K-8	NP	
King	Seattle	St. John School	8069	Bernadette O'Leary	120 N 79th St	Seattle	WA	98103-4688	206.783.0337	boleary@stjohnsea.org	www.stjohnsea.org	P-8	NP	WCEA
Spokane	Central Valley	St. John Vianney School	8205	Sonia Flores-Davis	501 N Walnut Rd	Spokane	WA	99206-3899	509.926.7987	sfloresdavis@dioceseofspokane.org	www.st.johnvianney.com	P-8	NP	NWAC
King	Issaquah	St. Joseph Catholic School of Issaquah	8282	Peg Johnston	200 Mountain Park Blvd	Issaquah	WA	98027-3647	425.313.9129	pjohnston@sjsissaquah.org	www.sjsissaquah.org	P-8	NP	NAAS
Yakima	Yakima	St. Joseph Marquette Middle School	8230	Gregg Pleger	202 N 4th St	Yakima	WA	98901-2426	509.575.5557	sjmms-gpleger@charter.net	www.sjmms.org	P-8	NP	
Clark	Vancouver	St. Joseph School	8010	Lesley Harrison	6500 Highland Dr	Vancouver	WA	98661-7637	360.696.2586	lesleyh@stjoevan.org	www.stjoevanschool.org	P-8	NP	NWAC
King	Seattle	St. Joseph School	8070	Rick Boyle	700 18th Ave E	Seattle	WA	98112-3900	206.329.3260	rboyle@stjosephsea.org	www.stjosephsea.org	K-8	NP	NWAC
Lewis	Chehalis	St. Joseph School	8120	Dr. Gary Udd	123 6th St	Chehalis	WA	98532-3203	360.748.0961	stjs@localaccess.com	www.stjoechehalis.com	P-8	NP	NWAC
Benton	Kennewick	St. Joseph's School	8002	Suzanne Siekawitch	901 W 4th Ave	Kennewick	WA	99336-5535	509.586.0481	ssiekawitch@stjoseph-kennewick.org		P-8	NP	
Chelan	Wenatchee 	St. Joseph's School	8004	Sr. Olga Cano	600 Saint Joseph Pl	Wenatchee	WA	98801-6299	509.663.2644	sr.cano@saintjosephcatholicschool.org	www.stjosephwen.com	P-5	NP	
King	Bellevue	St. Louise School	8094	Dan Fitzpatrick	133 156th Ave SE	Bellevue	WA	98007-5399	425.746.4220	Danf@stlouiseschool.org	www.stlouiseschool.org	P-8	NP	WCEA
King	Shoreline	St. Luke School	8103	Christopher B. Sharp	17533 Saint Luke Pl N	Shoreline	WA	98133-4799	206.542.1133	csharp@stlukeshoreline.org	www.stlukeshoreline.org	P-8	NP	WCEA
King	Bellevue	St. Madeleine Sophie School	1434	Daniel Sherman	4400 130th Pl SE	Bellevue	WA	98006-2014	425.747.6770	dsherman@stmadsophie.org	www.smsbellevue.org	P-8	NP	
King	Shoreline	St. Mark School	8104	Kathryn Palmquist-Keck	18033 15th Pl NE	Shoreline	WA	98155-3894	206.364.1633	principal@stmss.org	stmss.org	P-8	NP	NWAC
Snohomish	Everett	St. Mary Magdalen School	8159	Bruce Stewart	8615 7th Ave SE	Everett	WA	98208-2043	425.353.7559	bruces@stmarym.org	www.stmarym.org	P-8	NP	NWAC
Grays Harbor	Aberdeen	St. Mary School	8022	Kathleen Beyer	518 North H St	Aberdeen	WA	98520-4012	360.532.1230	principal@saintmaryschool.org	www.saintmaryschool.org	P-8	NP	WCEA
Pierce	Bethel	St. Mary's Academy	1414	Mother Mary Dominica	757 138th St S	Tacoma	WA	98444-3468	253.537.6281	mmdom@cmri.org	www.stmarys-parish.org	K-8	NP	
Spokane	Central Valley	St. Mary's Catholic School	8201	Lauri Nauditt	14601 E 4th Ave	Spokane	WA	99216-2194	509.924.4300	lnauditt@dioceseofspokane.org	www.stmarysspokane.org	P-8	NP	NWAC
Pierce	Clover Park	St. Mary's Episcopal School (formerly St. Mary's Christian School--2011)	8260	Phyllis Gamas	10630 Gravelly Lake Dr NW	Lakewood	WA	98499-1328	253.984.9475	pgamas@saintmaryslakewood.org	www.holymotheroflakewood.org	P-5	NP	
Spokane	Spokane	St. Matthew Lutheran School	8293	Patrick Cortright	6917 N Country Homes Blvd	Spokane	WA	99208-4216	509.327.5601	principal@stmatthewspokane.org	stmatthewspokane.org	P-8	NP	
King	Seattle	St. Matthew School	8073	Lillian Zadra	1230 NE 127th St	Seattle	WA	98125-4021	206.362.2785	lzadra@stmatthewseattle.com	www.stmattschool.org	P-8	NP	WCEA
Snohomish	Snohomish	St. Michael Catholic School	1473	Dr. Karen Matthews	1514 Pine Ave	Snohomish	WA	98290-1826	360.568.0821 x 104	Principal@smpschool.org	www.smpschool.org	P-8	NP	
Thurston	Olympia	St. Michael School	8210	Kathi Rafferty	1204 11th Ave SE	Olympia	WA	98501-1627	360.754.5131	kratterty@stmikesolympia.org	http://stmikesolympia.org	K-8	NP	WCEA
Spokane	Orchard Prairie	St. Michael's Academy	8312	Sr Mary Petra 	8500 N St Michael's Rd	Spokane	WA	99217-9333	509.467.0986 x 118	smpetra@stmichaels.org	www.stmichaelsacademy.org	P-12	NP	
King	Mercer Island	St. Monica School	8081	Pamela J. Dellino	4320 87th Ave SE	Mercer Island	WA	98040-4128	206.232.5432	pdellino@stmonicasea.org	www.stmonicasea.org	P-8	NP	NWAC
Pierce	Peninsula	St. Nicholas School	8161	Michele Corey	3555 Edwards Dr	Gig Harbor	WA	98336-1163	253.858.7632	mcorey@sncsgh.org	www.stnicholascs.org	P-8	NP	WCEA
Spokane	Spokane	St. Patrick Catholic School	8195	Shane O'Doherty	2706 E Queen Ave              	Spokane	WA	99217-6191	509.487.2830	so'doherty@dioceseofspokane.org	www.stpatrickspokane.com	P & 6-8	NP	NWAC
Franklin	Pasco	St. Patrick School	8018	Robert Ludwikoski	1016 N 14th Ave	Pasco	WA	99301-4191	509.547.7261	mrlud@stpatspasco.org	www.stpatspasco.org	P-8	NP	WCEA
Pierce	Tacoma	St. Patrick School	8143	Chase Nordlund	1112 North G St	Tacoma	WA	98403-2518	253.272.2297	cnordlund@saintpats.org	www.saintpats.org	P-8	NP	WCEA
Yakima	Yakima	St. Paul Cathedral School	8231	Judy A. Davis	1214 W Chestnut Ave	Yakima	WA	98902-3170	509.575.5604	jdavis@stpaulsch.org	www.stpaulsch.org	P-8	NP	WCEA
King	Seattle	St. Paul School	8075	Betsy Kromer	10001 57th Ave S	Seattle	WA	98178-2299	206.725.0780	bkromer@seattlestpaul.org	www.seattlestpaul.org	P-8	NP	WCEA
Whatcom	Bellingham	St. Paul's Academy                                                                 (formerly St. Paul Episcopal School) (2009)	8223	Lily Driskill	3000 Northwest Ave	Bellingham	WA	98225-1607	360.733.1750	ldriskill@sp-academy.org	sp-academy.org	P-12	NP	NWAC
Whatcom	Bellingham	St. Paul's Academy--2nd Location	802K	Stephanie Sadler	1509 E Victor Street 	Bellingham	WA	98225-1639	360.733.1750	ssadler@sp-academy.org	www.sp-academy.org	6-12	NP	
Chelan	Wenatchee 	St. Paul's Lutheran School	8915	"Morgan Kingrey, Chair, Schl Board"	312 Palouse St                               Mail: PO Box 2219                   Wenatchee 98807-2219)	Wenatchee	WA	98801-2641	509.662.3659	principalstpaul@nwi.net	www.stpaulslutheranschool.com	p-6	NP	
King	Highline	St. Philomena School	8646	Stephen Morissette	1815 S 220th St	Des Moines	WA	98198-7998	206.824.4051	smorissette@stphil.com	www.stphilomenaschool.com	K-8	NP	NWAC
Snohomish	Edmonds	St. Pius X School	8168	Ruth Foisy	22105 58th Ave W	Mountlake Terrace	WA	98043-3898	425.778.9861	rfoisy@stpx.org	www.stpx.org	P-8	NP	
Grant	Ephrata	St. Rose of Lima School	8021	Amy Krautscheid	520 Nat Washington Way	Ephrata	WA	98823-2287	509.754.4901	akrautscheid@saintroseschool.org	www.saintroseschool.org	P-6	NP	
Cowlitz	Longview	St. Rose School	8015	Chester Novitt	720 26th Ave	Longview	WA	98632-1856	360.577.6760	cnovitt@strose-school.org	www.strose-school.org	P-8	NP	NWAC
King	Seattle	St. Therese Catholic Academy (formerly St. Therese School  2012)	8076	Theresa Hagemann	900 35th Ave	Seattle	WA	98122-5299	206.324.0460	"thagemann@sttheresesea.org 
principal@saintthereseparish.org"	www.stthereseseattle.org	P-8	NP	NWAC
Snohomish	Edmonds	St. Thomas More School	8169	"Teresa Fewel, Principal"	6511 176th St SW	Lynnwood	WA	98037-2929	425.743.4242	Terri.Fewel@stms.org	www.stms.org	P-8	NP	WCEA
Spokane	Mead	St. Thomas More School	8200	Douglas P Banks	515 W St Thomas More Way	Spokane	WA	99208-6026	509.466.3811	dbanks@dioceseofspokane.org	www.thomasmorespokane.org	P-8	NP	WCEA
King	Bellevue	St. Thomas School (formerly St. Thomas Day School   2011)	8095	Dr. Kirk Wheeler	8300 NE 12th St	Medina	WA	98039-3100	425.454.5880	kirk.wheeler@stthomasschool.org	www.stthomasschool.org	P-8	NP	PNAIS
King	Federal Way	St. Vincent De Paul School	8077	Wanda Stewart	30527 8th Ave S	Federal Way	WA	98003-4100	253.839.3532	stv-stew@msn.com	www.stvs.org	K-8	NP	WCEA
Lincoln	Odessa	Stahlville School	8595	Anna Lobe & Edward Stahl	33 E Snowden Rd                        (Mail: 1485 BN Hoffman Rd          Ritzville 99169-8723)	Odessa	WA	99159-9745	509.659.0108	amkison@hotmail.com		K-12	NP	
Snohomish	Edmonds	Stella Maris Academy	Initial	Mrs. Willeke Pratt	410 4th Ave N                             (Mail:  PO box 842                      Edmonds WA 98024-0842)	Edmonds	WA	98020	206.940.0623	willeket@yahoo.com	https://sites.google.com/site/stellamarisacademywa0/	1-10	NP	
San Juan	San Juan	Stillpoint School	1475	Christopher Hodgkin	"775 Park St                                  
(Mail: PO Box 576                           
Friday Harbor 98250-0576)"	Friday Harbor	WA	98250-9609	360.378.2331	chodgkin@rockisland.com	www.StillpointSchool.org	K-6	NP	
Snohomish	Stanwood-Camano	Summit Academy	800K	Jane Cassady	7430 276th St NW                               	Stanwood 	WA	98292	360.202.5710	jane.cassady@gmail.com	www.summit-ed.org	K-6	NP	
King	Snoqualimie Valley	Summit Classical Christian School	1479	Tim Orton	32725 SE 42nd St       	Fall City	WA	98024-8728	206.374.8500	timothyorton@gmail.com	www.summitclassical.org	K-4	NP	
Jefferson	Chimacum	Sunfield Waldorf School (formerly Sunfield Farm School-2011)	801C	Vivian Kuehl	"111 Sunfield Ln                             
(Mail: PO Box 85                         
Port Hadlock  98339-0085)"	Port Hadlock	WA	98339	360.385.3658	vkuehl@sunfieldfarm.org	www.sunfieldfarm.org	P-8	NP	AWSNA
Yakima	Sunnyside	Sunnyside Christian School	8235	Del Dykstra	811 North Ave	Sunnyside	WA	98944-1194	509.837.3044	scoffice@embarqmail.com	www.sunnysidechristianschool.org	P-8	NP	
Yakima	Sunnyside	Sunnyside Christian School (2nd Location)	8823	Del Dykstra	1820 Sheller Rd	Sunnyside	WA	98944-9283	509.837.8995	sunnysidehs1@embarqmail.com	www.sunnysidechristianschool.org	9-12	NP	
Thurston	Olympia	Sunrise Beach School	8025	Roxanne Reis Cox	"1601 North Street                   
(Mail PO Box 13409            
Olympia 98508-3409)"	Olympia	WA	98501-3666	360.866.1343	Info@SunriseBeachSchool.org	www.SunriseBeachSchool.org	P-12	NP	
Jefferson	Port Townsend	Swan School	8177	Russell Yates	2345 Kuhn St	Port Townsend	WA	98368-6227	360.385.7340	russ@swanschool.net	http://www.swanschool.net	P-6	NP	
Pierce	Tacoma	Tacoma Waldorf School	1456	Melissa Turner	2710 N Madison 	Tacoma	WA	98407-5230	253.383.8711	admin@tacomawaldorf.org	www.tacomawaldorf.org	P-5	NP	
King	Lake Washington	The Bear Creek School	8887	Karen Blankenbeckler	8905 208th Ave NE	Redmond	WA	98053-4506	425.898.1720	kblankenbeckler@tbcs.org	www.tbcs.org	P-12	NP	PNAIS
King	Highline	The Bridge School	802O	Anne York	19901 1st Ave SW	Normandy Park	WA	98148	206.922.1202	anne@buriencoopeducation.org	www.bridgeschoolcoop.org	K-4	NP	
King	Seattle	The Bush School	8037	Frank Magusin	3400 E Harrison	Seattle	WA	98112-4268	206.322.7978	Frank.Magusin@Bush.edu	www.bush.edu	K-12	NP	PNAIS
Thurston	Olympia	The Children's Inn Academy	8369	Cindie Furman	1939 Karen Frazier Rd SE	Olympia	WA	98501-3244	360.709.9769	Thechildrensinn@comcast.net	www.thechildrensinn.com	P-6	P	
King	Northshore	The Clearwater School	8372	"Stephanie Sarantos, Ph.D."	1510 196th St SE	Bothell	WA	98012-7107	425.489.2050	sdsarantos@gmail.com	www.clearwaterschool.com	P-12	NP	
Kitsap	Bainbridge Island	The Island School	8487	Trish King	8553 NE Day Rd	Bainbridge Island	WA	98110-1395	206.842.0400	trish@theislandschool.org	www.theislandschool.org	K-5	NP	PNAIS
King	Seattle	The Lake and Park School	801Y	Thomas McQueen	3201 Hunter Blvd S	Seattle	WA	98144-7029	206.721.3480	admin@lakeandparkschool.org	www.lakeandpark.org	P-4	NP	
King	Bellevue	The Little School	8244	Peter Berner-Hays	2812 116th Ave NE	Bellevue	WA	98004-1421	425.827.8078	peterbh@thelittleschool.org	www.thelittleschool.org	P-6	NP	PNAIS
King	Lake Washington	The Sammamish Montessori School	1416	Janet Villella	7655 178th Pl NE	Redmond	WA	98052-4953	425.883.3271	janetvillella@gmail.com	www.sammamishmontessori.com	P-4	P	AMS
King	Kent	The Well-Trained Mind Montessori	802L	Kelly Severson-Kunz	19455 136th Place SE	Renton	WA	98058-7738	206.769.1331	kellygirlkunz@comcast.net	www.welltrainedmindmontessori.com	P-3	P	
Snohomish	Monroe	Theresa and Elizabeths School	8951	Theresa Boutillier	23816 165th Ave SE	Monroe	WA	98272-9116	425.844.2808	rohobo5@broadstripe.net		K-12	P	
King	Bellevue	Three Cedars Waldorf School	8460	Geraldine Kline	556 124th Ave NE	Bellevue	WA	98005-3100	425.401.9874	gkline@threecedars.org	www.threecedars.org	K-8	NP	
King	Bellevue	Three Points Elementary	8560	Ron Taylor	7800 NE 28th St                          (Mail: 1601 98th Ave NE         Clyde Hill 98004-3400)	Medina	WA	98039-1536	425.454.3977	rtaylor@bellevuechristian.org	www.bellevuechristian.org	P-6	NP	CSI
Cowlitz	Kelso	Three Rivers Christian School--Kelso Jr./Sr. High Campus (formerly Three Rivers Christian School-Cornerstone Jr/Sr High) (2009)	8257	Randy Lemiere	1209 Minor Rd                                (Mail: PO Box 33                          Kelso 98626-0002)	Kelso	WA	98626-5647	360.636.1600	rlemiere@3riversschool.net	www.3riversschool.net	8-12	NP	
Cowlitz	Longview	Three Rivers Christian School-Longview Elem	8016	Jean Zoet	2610 Ocean Beach Hwy	Longview	WA	98632-3598	360.423.4510	jzoet@3riversschool.net	3riversschool.net	P-12	NP	
King	Highline	Three Tree Montessori	8997	Paula Walters	220 SW 160th St	Burien	WA	98166-3026	206.242.5100	dir@threetree.org	www.threetree.org	P-6	NP	
King	Seattle	Tilden School	1457	Monica Riva	4105 California Ave SW	Seattle	WA	98116-4101	206.938.4628	info@tildenschool.org	www.tildenschool.org	K-5	NP	
King	Lake Washington	TLC Montessori (formerly TLC Academy 2012)	1437	Kyungah Kim	21512 NE 16th St	Sammamish	WA	98074-6728	425.868.1943	kin@tlcmontessori.net	www.tlcmontessori.net	P-3	P	
King	Seattle	Torah Day School of Seattle	1459	Rabbi Sheftel Skaist	3528 S Ferdinand St	Seattle	WA	98118-1734	206.722.1200	RenaB@tdsseattle.org	www.tdsseattle.org	P-8	NP	PNAIS
Franklin	Pasco	Tri-Cities Prep	8309	Arlene Jones	9612 St Thomas Dr	Pasco	WA	99301-4744	509.546.2465	ajones@tcprep.org	www.tcprep.org	9-12	NP	
Franklin	Pasco	Tri-City Junior Academy	8019	Anthony Oucharek	4115 W Henry St	Pasco	WA	99301-2999	509.547.8092	office@tcja.org	tcja.org	P-10	NP	SDA
Spokane	Spokane	Trinity Catholic School	8190	Sandra Nokes	1306 W Montgomery Ave	Spokane	WA	99205-4300	509.327.9369	snokes@dioceseofspokane.org	trinitycatholicschoolandeducare.com	P-8	NP	NWAC
Yakima	Sunnyside	Trinity Reformed Christian School	8314	Maaike Van Wingerden	1505 Grant Ave	Sunnyside	WA	98944-1662	509.837.2880	trinityrcs@embarqmail.com		1-8	NP	
King	Northshore	UCiC School	801O	Christi Lee	3727 240th St SE	Bothell	WA	98021-8975	206.973.9939	christileeucic@gmail.com	www.ucic-lc.org	P-3	NP	
King	Seattle	University Child Development School	8838	Paula Smith	5062 9th Ave NE	Seattle	WA	98105-3605	206.547.8237	Paulas@ucds.org	www.ucds.org	P-5	NP	PNAIS
King	Seattle	University Cooperative School	8428	Shawn Anderson	5601 University Ave NE	Seattle	WA	98105-2619	206.524.0653	sanderson431@comcast.net	www.ucoopschool.org	K-5	NP	
King	Seattle	University Preparatory	8399	Erica Hamlin	8000 25th Ave NE	Seattle	WA	98115-4600	206.525.2714	ehamlin@universityprep.org	www.universityprep.org	6-12	NP	PNAIS
Spokane	Liberty	Upper Columbia Academy	8204	John Winslow	3025 E Spangle Waverly Rd	Spangle	WA	99031-9703	509.245.3612	john.winslow@ucaa.org	ucaa.org	9-12	NP	NWAC
Spokane	Liberty	Upper Columbia Academy Elementary 	1491	Chris Duckett	3025 E Spangle Waverly Rd	Spangle	WA	99031	509.245.3629	teachers@ucaes.org	ucaes.com	K-8	NP	SDA
Chelan	Cascade	Upper Valley Christian School	8541	Dan Wilkinson	111 Ski Hill Dr	Leavenworth	WA	98826-1031	509.548.5290	dwilkinson@uvcschool.org	www.uppervalleychristianschool.com	K-12	NP	
King	Auburn	Valley Christian School	8443	Gloria Butz	1312 2nd St SE	Auburn	WA	98002-5755	253.833.3541	gloria.butz@valley-christian.com	www.valley-christian.com	P-8	NP	ACSI
Spokane	Central Valley	Valley Christian School--Central Valley	8360	Derick Tabish	10212 E 9th Ave	Spokane	WA	99206-6944	509.924.9131	dtabish@valleychristianschool.org	valleychristianschool.org	P-12	NP	ACSI
King	Seattle	Valley School	8908	Robert Schultz	309 31st Ave E	Seattle	WA	98112-4819	206.328.4475	rob@thevalleyschool.org	www.thevalleyschool.org	P-5	NP	
King	Seattle	Villa Academy	8056	John K. Milroy	5001 NE 50th St	Seattle	WA	98105-2899	206.524.8885	jmilroy@thevilla.org	www.thevilla.org	P-8	NP	PNAIS
Pierce	Tacoma	Visitation School	8146	Sheila Harrison	3306 S 58th St	Tacoma	WA	98409-5306	253.474.6424	harrisons@visitationschool.net	www.visitationschool.net	P-8	NP	PNAIS
Kitsap	Bainbridge Island	Voyager Montessori	8121	Renee Kok	"8225 High School Rd          
(Mail: PO Box 11252         
Bainbridge 98110-5252)"	Bainbridge Island	WA	98110-2622	206.780.5661	renee@voyagerschool.org	www.voyagerschool.org	1-6	NP	
Walla Walla	College Place	Walla Walla Valley Academy	8214	Brian Harris	300 SW Academy Way	College Place	WA	99324-1283	509.525.1050	harrbr@wwva.org	www.wwva.org	9-12	NP	SDA
Adams	Lind	Warden Hutterian School	8335	Albert Wollman	1054 W Harder Rd	Warden	WA	98857-9650	509.349.8045	alwol@whborg.com	whborg.com	K-12	NP	
King	Seattle	West Seattle Montessori School	8828	Angela Sears	"11215 16th Ave SW                     
(Mail: 13428 108th Ave SW                            
Vashon 98070-3314)"	Seattle	WA	98146-3564	206.935.0427	searsar@hotmail.com	www.westseattlemontessori.com	P-8	P	
Kitsap	North Kitsap	West Sound Academy	8301	Barrie Hillman	16571 Creative Dr NE                          (Mail: PO Box 807                               Poulsbo 98370-0807)	Poulsbo	WA	98370	360.598.5954	bhillman@westsoundacademy.org	www.westsoundacademy.org	6-12	NP	NWAC
Spokane	Spokane	Westgate Christian School	8996	Kathryn Bryan	7111 N Nine Mile Rd	Spokane	WA	99208-3881	509.325.2252	office@wcs-spokane.org	www.wcs-spokane.org	P-8	NP	ACSI
Yakima	Yakima	Westpark Christian Academy 	1486	Colleen Sheahan	3902 Summitview Ave	Yakima	WA	98902-2717	509.966.1632	pastorcolleen@westparkchristianacademy.com	www.diversityexcels.org	P-12	NP	
King	Seattle	Westside School	8916	Kate Mulligan	7740 34th Ave SW	Seattle	WA	98126	206.932.2511	KateM@westsideschool.org	www.westsideschool.org	P-7	NP	PNAIS
Whatcom	Ferndale	Whatcom Day Academy	8917	Jamie Ashton	5217 Northwest Rd	Bellingham	WA	98226-9050	360.312.1103	jashton@whatcomday.org	www.whatcomday.org	P-12	NP	NWAC
Whatcom	Bellingham	Whatcom Hills Waldorf	8869	Kathleen Fraser	941 Austin St	Bellingham	WA	98229-2705	360.733.3164	kathy@whws.org	www.whws.org	P-8	NP	
Island	South Whidbey	Whidbey Island Waldorf School	8974	Maureen Marklin	"6335 Old Pietila Rd                  
(Mail: PO Box 469          
Clinton 98236-0469)"	Clinton	WA	98236-8602	360.341.5686	wiwsadministrator@whidbey.com	www.wiws.org	P-8	NP	AWSNA
King	Northshore	Whole Earth Montessori School	8876	"Joseph Galante, M.Ed."	2930 228th St SE	Bothell	WA	98021-8927	425.486.3037	joe@wemschool.org	www.wemschool.org	P-12	NP	
King	Northshore	Woodinville Montessori School	8856	Mary Schneider	19102 North Creek Parkway	Bothell	WA	98011-8005	425.482.3184	mschneider@woodinvillemontessori.org	www.woodinvillemontessori.org	P-9	NP	PNAIS
King	Seattle	Work It Out	801Q	Jocquelyn Duncan	159 24th Ave	Seattle	WA	98122-6017	206.909.1604	ejocquelyn@gmail.com	www.workitoutseattle.org	9-12	NP	
Yakima	Yakima	Yakima Adventist Christian School	8232	Patrick Frey	1200 City Reservoir Rd	Yakima	WA	98908-2144	509.966.1933	freyguy_yacs@hotmail.com	www.yacsschool.org	K-10	NP	SDA
King	Mercer Island	Yellow Wood Academy (formerly ETC Preparatory Academy–2012)	8044	Ruth Hayes-Short	"9655 SE 36th St, Suite 101"	Mercer Island	WA	98040-3798	206.236.1095	ruthhs@ywacademy.org. 	www.etcinc.org	K-12	NP	NWAC
Snohomish	Lake Stevens	Zion Lutheran School	8173	Lynne Hereth	3923 103rd Ave SE	Lake Stevens	WA	98258-5763	425.334.5064	lynnehereth.zioneverett@gmail.com	www.zioneverett.org	P-8	NP	
King	Seattle	Zion Preparatory Academy	8751	Douglas Wheeler	4730 32nd Ave S	Seattle	WA	98118-1702	206.721.1586	dougw@zionprep.org	www.zionprep.org	P-1	NP	
